cast,country,Year,Quarter,Month,Day,description,duration,director,listed_in,rating,release_year,show_id,title,type
"Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone, Brian Dierker, Catherine Keener, Vince Vaughn, Kristen Stewart, Hal Holbrook, Zach Galifianakis",United States,2021,Qtr 1,January,1,A young man gives up everything â€“ including his trust fund and ties to a seemingly stable family â€“ to lead a solitary life in the wild.,148 min,Sean Penn,"Action & Adventure, Dramas, Independent Movies",R,2007,s3035,Into the Wild,Movie
"Emile Hirsch, ZoÃ« Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi",United States,2017,Qtr 3,September,2,"In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them.",101 min,Gary Michael Schultz,"Dramas, Thrillers",R,2016,s7423,Vincent N Roxxy,Movie
"Emilian Oprea, Mihai Constantin, Andreea Vasile, Dan Condurache, Liviu Pintileasa, Mihai Smarandache, Alin Florea, Lucretia Mandric","Romania, Bulgaria, Hungary",2019,Qtr 4,December,1,A young prosecutor is assigned a career-making case involving a colleague but soon starts to question the motivations behind the charges.,126 min,Tudor Giurgiu,"Dramas, International Movies, Thrillers",TV-MA,2015,s7616,Why Me?,Movie
"Emilio Palacios, Jorge Clemente, Beatriz Medina, Macarena GÃ³mez, Olivia Baglivi, Paula Soldevila, Nacho Coronado, Beatriz Olivares",Spain,2016,Qtr 2,June,1,"Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair.",99 min,Zoe BerriatÃºa,"Dramas, International Movies",TV-MA,2015,s6450,The Heroes of Evil,Movie
"Emily Bader, Darren Mann, Michelle Randolph, Coy Stewart, Jesse Pepe, Arden Belle, Joel Nagle, Nolan Bateman",United States,2020,Qtr 4,October,11,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.,86 min,Alex Merkin,Horror Movies,TV-MA,2017,s2834,House of the Witch,Movie
"Emily Blunt, John Krasinski, Ian McKellen, Danny DeVito, Raven-SymonÃ©, Patrick Warburton, Wallace Shawn, Gilbert Gottfried, Tara Strong, Harvey Fierstein, James Arnold Taylor, Kevin Grevioux, Sylvester Stallone, Lydia Rose Taylor","China, Spain, South Korea, United States",2020,Qtr 3,July,24,"Enchanted animal crackers turn Owen into whatever shape he eats! But to save the family circus, he'll have to keep them out of his evil uncle's hands.",106 min,"Tony Bancroft, Scott Christian Sava","Children & Family Movies, Comedies",TV-Y7,2020,s529,Animal Crackers,Movie
"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth, Dick Van Dyke","United States, United Kingdom",2019,Qtr 3,July,9,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears.",131 min,Rob Marshall,"Children & Family Movies, Music & Musicals",PG,2018,s3974,Mary Poppins Returns,Movie
"Emily Chang, Pia Shah, Anthony Ma",United States,2019,Qtr 1,February,14,Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancÃ©.,57 min,Tanuj Chopra,"Comedies, Independent Movies",TV-MA,2017,s2521,Grass,Movie
"Emily Watson, Alex Etel, Ben Chaplin, David Morrissey, Brian Cox, Priyanka Xi, Marshall Napier, Joel Tobeck, Erroll Shand, Craig Hall","New Zealand, United Kingdom, Australia",2018,Qtr 4,November,1,A boy watches an egg he found hatch into something incredible. But how long can he keep such a big secret from his mom â€“ and the Scottish government?,112 min,Jay Russell,Children & Family Movies,PG,2007,s6990,The Water Horse: Legend of the Deep,Movie
"Emily Watson, Charlie Cox, Felicity Jones, Maxine Peake, Harry Lloyd, Eddie Redmayne, David Thewlis, Simon McBurney","United Kingdom, Japan, United States",2018,Qtr 4,December,16,"As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane.",123 min,James Marsh,"Dramas, Romantic Movies",PG-13,2014,s6925,The Theory of Everything,Movie
"Emily Watson, David Thewlis, Peter Mullan, Niels Arestrup, Tom Hiddleston, Jeremy Irvine, Benedict Cumberbatch, Toby Kebbell, David Kross, Eddie Marsan, Nicolas Bro, Rainer Bock, Patrick Kennedy, Liam Cunningham","United States, India",2019,Qtr 2,May,6,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.",147 min,Steven Spielberg,Dramas,PG-13,2011,s7479,War Horse,Movie
"Emir Mahira, Aldo Tansani, Maudy Koesnaedi, Ramzi, Rio Dewanto, Monica Sayangbati, Rendy Khrisna",Indonesia,2018,Qtr 4,November,30,A young soccer player sets out to prove he can lead his team to a championship â€“ but being a winner is about more than just talent.,95 min,Rudy Soedjarwo,"Children & Family Movies, Dramas, Sports Movies",TV-PG,2011,s2363,Garuda in My Heart 2,Movie
"Emir Mahira, Maudy Koesnaedi, Ikranagara, Aldo Tansani, Marsha Aruan, Ari Sihasale",Indonesia,2018,Qtr 4,October,9,"A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather.",96 min,Ifa Isfansyah,"Children & Family Movies, Dramas, Sports Movies",TV-PG,2009,s2362,Garuda Di Dadaku,Movie
"Emma Bell, Nick Ballard, Bradley Bundlie, Gail O'Grady, Corbin Timbrook, Kate Lang Johnson, Robert Adamson, Caia Coley, Alicia James, Sotida Arpon",United States,2019,Qtr 3,September,13,"In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives.",87 min,Michael Feifer,Thrillers,TV-14,2019,s1726,Deviant Love,Movie
"Emma Roberts, Jake T. Austin, Kyla Pratt, Lisa Kudrow, Kevin Dillon, Don Cheadle, Johnny Simmons, Troy Gentile, Eric Edelstein, Robinne Lee, Ajay Naidu","Germany, United States",2020,Qtr 3,September,2,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother Bruce turn an abandoned hotel into a home for their dog.",101 min,Thor Freudenthal,"Children & Family Movies, Comedies",PG,2009,s2827,Hotel for Dogs,Movie
"Emma Roberts, Kiernan Shipka, Lucy Boynton, Lauren Holly, James Remar, Greg Ellwand, Elana Krausz, Heather Tod Mitchell, Peter James Haworth, Emma Holzer","Canada, United States",2019,Qtr 2,May,18,"When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence.",95 min,Osgood Perkins,"Horror Movies, Independent Movies, Thrillers",R,2015,s6140,The Blackcoat's Daughter,Movie
"Emma Roberts, Kimberley Nixon, Juno Temple, Linzey Cocker, Sophie Wu, Alex Pettyfer, Georgia King, Natasha Richardson, Aidan Quinn, Lexi Ainsworth","United States, United Kingdom, France",2019,Qtr 4,November,1,"When a spoiled girl pushes her father too far with her spending and outlandish behavior, he ships the Malibu princess off to a strict boarding school.",98 min,Nick Moore,"Comedies, Romantic Movies",PG-13,2008,s7620,Wild Child,Movie
"Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher, Jessica Capshaw, Andrew Bachelor, Cynthy Wu, Alex Moffat, Manish Dayal",United States,2020,Qtr 4,October,28,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",105 min,John Whitesell,"Comedies, Romantic Movies",TV-MA,2020,s2771,Holidate,Movie
"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka",United States,2020,Qtr 4,November,1,"When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.",92 min,Will Gluck,"Comedies, Romantic Movies",PG-13,2010,s1913,Easy A,Movie
"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Sissy Spacek, Mary Steenburgen, Carol Sutton, Dana Ivey, Amy Beckwith, Aunjanue Ellis, Kelsey Scott, Lauren Miller, Tarra Riggs, Wes Chatham, Ashley Johnson, Roslyn Ruff, Brian Kerwin, Shane McRae, Chris Lowell, Charles Cooper, Leslie Jordan, La Chanze, Elizabeth Smith, Nelsan Ellis, Ritchie Montgomery, Ted Welch, David Oyelowo, Tiffany Brouwer",United States,2020,Qtr 2,June,1,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.",147 min,Tate Taylor,Dramas,PG-13,2011,s6448,The Help,Movie
"Emma SuÃ¡rez, Jorge Bosch, Ãlvaro Cervantes, Carmen Machi, Inma Cuesta, Eduard FernÃ¡ndez, MarÃ­a Morales, JosÃ© Ãngel Egido, Daniel Chamorro, Javi Coll, Carlos Manuel DÃ­az, Nuria MencÃ­a, Milo Taboada",Spain,2019,Qtr 3,September,20,"Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost.",1 Season,Mariano Barroso,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2019,s1541,Criminal: Spain,TV Show
"Emma Thompson, Brendan Gleeson, Daniel BrÃ¼hl, Monique Chaumette, Joachim Bissmeier, Katrin Pollitt, Lars Rudolph, Uwe Preuss, Daniel StrÃ¤ÃŸer, Rainer Reiners, Mikael Persbrandt","United Kingdom, France, Germany",2019,Qtr 1,February,15,"After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler.",103 min,Vincent Perez,Dramas,R,2016,s430,Alone in Berlin,Movie
"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell, Bradley Whitford, Annie Buckley, Ruth Wilson, B.J. Novak, Rachel Griffiths, Kathy Baker, Melanie Paxson, Andy McPhee, Jerry Hauck, Mia Serafino, Michelle Arthur, Demetrius Grosse, Steven Cabral, David Ross Paterson, Ronan Vibert, Luke Baines, Dendrie Taylor, Laura Waddell, Paul Tassone","United States, United Kingdom, Australia",2019,Qtr 1,March,2,"When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack.",126 min,John Lee Hancock,"Comedies, Dramas",PG-13,2013,s5417,Saving Mr. Banks,Movie
"Emma Watson, Daniel BrÃ¼hl, Michael Nyqvist, Richenda Carey, Vicky Krieps, Jeanne Werner, Julian Ovenden, August Zirner, Martin Wuttke, Stefan Merki","Germany, France, Luxembourg, United Kingdom, United States",2018,Qtr 3,July,14,"When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",110 min,Florian Gallenberger,"Dramas, Independent Movies, International Movies",R,2015,s1465,Colonia,Movie
"Emma Watson, Leslie Mann, Carlos Miranda, Israel Broussard, Taissa Farmiga, Katie Chang, Georgia Rock, Claire Julien","United States, United Kingdom, France, Germany, Japan",2020,Qtr 1,January,18,"Based on fact, this comic thriller tracks the saga of the Hollywood Hills Burglar Bunch, who used the Web to time their robberies of stars' homes.",91 min,Sofia Coppola,"Dramas, Independent Movies",R,2013,s6147,The Bling Ring,Movie
"Emmy Perry, Morgan Fairchild, Elisabeth RÃ¶hm, Nikki Hahn, Jack Dylan Grazer, Stephen Snedden, Noree Victoria, Sterling Sulieman",United States,2020,Qtr 1,January,23,A seemingly ordinary girl learns she will turn into a mermaid on her 12th birthday and be forced to leave her life on land behind.,93 min,Kevan Peterson,Children & Family Movies,PG,2017,s5423,Scales: Mermaids Are Real,Movie
"Emraan Hashmi, Abhay Deol, Prasenjit Chatterjee, Kalki Koechlin, Supriya Pathak, Tillotama Shome, Anant Jog, Pitobash, Farooq Shaikh, Arvind Goswami",India,2018,Qtr 1,March,1,Three disparate characters uncover government corruption as a small Indian town receives an influx of foreign money to turn it into the next Shanghai.,109 min,Dibakar Banerjee,"Dramas, Independent Movies, International Movies",TV-14,2012,s5540,Shanghai,Movie
"Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon, Deepak Tijori, Prachi Shah, Mohammed Zeeshan Ayyub",India,2018,Qtr 4,November,1,A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.,131 min,Kunal Deshmukh,"Dramas, International Movies, Thrillers",TV-14,2014,s5079,Raja Natwarlal,Movie
"Emraan Hashmi, Prachi Desai, Nargis Fakhri, Lara Dutta, Kunaal Roy Kapur, Gautam Gulati, Anikie Maguire, Kulbhushan Kharbanda, Rajesh Sharma, Shernaz Patel, Veerendra Saxena",India,2019,Qtr 2,April,12,"This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s.",129 min,Anthony D'Souza,"Dramas, International Movies, Sports Movies",TV-14,2016,s648,Azhar,Movie
"Emraan Hashmi, Randeep Hooda, Kangana Ranaut, Sanjay Dutt, Neha Dhupia, Angad Bedi, Neil Bhoopalam, Shraddha Kapoor",India,2020,Qtr 2,April,1,"An undercover cop finds himself in a strange position after infiltrating a ""gang"" that pulls wildly popular pranks on corrupt officials in Mumbai.",114 min,Renzil D'Silva,"Comedies, Dramas, International Movies",TV-14,2014,s7348,Ungli,Movie
"Emraan Hashmi, Vidya Balan, Rajesh Sharma, Namit Das, Parvin Dabas",India,2018,Qtr 4,November,1,"Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more.",129 min,Raj Kumar Gupta,"Comedies, International Movies, Thrillers",TV-MA,2013,s2393,Ghanchakkar,Movie
"Emre Karayel, Ceren Moray, BegÃ¼m KÃ¼tÃ¼k, Ececan GÃ¼meci, Ãœmit Erdim, Cem KiliÃ§, Haldun Boysan, Ferdi Akarnur, Mine Teber, GÃ¼neÅŸ Hayat",Turkey,2020,Qtr 4,October,2,"Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves.",94 min,Umut Kirca,"Comedies, International Movies, Romantic Movies",TV-14,2016,s157,A Chaster Marriage,Movie
"Engin GÃ¼naydÄ±n, Demet Evgar, Erdal Ã–zyagcilar, Su Kutlu, Devrim Yakut, Fatih Artman, GÃ¼lse Birsel, Sevket Ã‡oruh, Derya Karadas, Devin Ã–zgÃ¼r Cinar",Turkey,2019,Qtr 1,February,15,"Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",127 min,Ozan AÃ§Ä±ktan,"Comedies, International Movies",TV-14,2017,s480,Among Family,Movie
Enissa Amani,Germany,2018,Qtr 2,April,26,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",66 min,Max Amini,Stand-Up Comedy,TV-MA,2018,s2008,Enissa Amani: Ehrenwort,Movie
"Enrique Gil, Liza Soberano, Gerald Anderson, Aiko Melendez, Carmina Villaroel, Ariel Rivera, Marissa Delgado, Liza Lorena",Philippines,2019,Qtr 1,March,4,"While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan.",124 min,Mae Czarina Cruz,"Dramas, International Movies, Romantic Movies",TV-14,2015,s2048,Everyday I Love You,Movie
"Enrique Gil, Liza Soberano, Yves Flores, Sue Ramirez, Erin Ocampo, Yayo Aguila, Alex Diaz, Jon Lucas, Chienna Filomeno, Marco Gumabao, Myrtle Sarrosa, Kyra Custodio, Miguel Vergara, Tonton Gutierrez, Ricky Davao, Sunshine Cruz",Philippines,2020,Qtr 4,December,10,An overconfident teen bets he can make a homely transfer student fall in love with him in 30 days â€” but the wager starts to play games with his heart.,107 min,Theodore Boborol,"International Movies, Romantic Movies",TV-G,2016,s3252,Just The Way You Are,Movie
"Enyinna Nwigwe, Adesua Etomi, Uru Eke, Zynnell Zuh, Obi Okolie, Anthony Monjaro, Emmanuel Emelu, Chinonye Chidolue, Lorenzo Menakaya, King Bawa",Nigeria,2019,Qtr 4,December,15,"For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter.",1 Season,Obi Emelonye,"International TV Shows, TV Dramas",TV-MA,2018,s1526,"Crazy, Lovely, Cool",TV Show
"Enyinna Nwigwe, Daniella Down, Banky Wellington, Adesua Etomi, Somkele Iyamah, Iretiola Doyle, Sola Sobowale, Michael De Pinna, Lynita Crofford, Patience Ozokwor",Nigeria,2019,Qtr 3,September,21,"In this sequel to the 2016 hit ""The Wedding Party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events.",98 min,Niyi Akinmolayan,"Comedies, International Movies, Romantic Movies",TV-14,2017,s6994,The Wedding Party 2: Destination Dubai,Movie
